x,y,z
0.029052734375,0.040283203125,0.995361328125
0.03485107421875,0.04180908203125,0.991455078125
0.043212890625,0.046142578125,0.98870849609375
0.04229736328125,0.03704833984375,0.9906005859375
0.0509033203125,0.0318603515625,0.996826171875
0.04998779296875,0.03363037109375,0.9951171875
0.05352783203125,0.03765869140625,0.998779296875
0.06280517578125,0.03851318359375,0.999755859375
0.071044921875,0.0341796875,0.992431640625
0.06890869140625,0.03289794921875,0.9970703125
0.072265625,0.0286865234375,1.00140380859375
0.06634521484375,0.02435302734375,0.99951171875
0.06109619140625,0.01654052734375,1.01287841796875
0.06591796875,0.0113525390625,1.02587890625
0.06463623046875,0.00238037109375,1.016845703125
0.06378173828125,-0.00701904296875,1.003173828125
0.067626953125,-0.0120849609375,0.9981689453125
0.0650634765625,-0.0230712890625,1.00006103515625
0.07000732421875,-0.02764892578125,1.001708984375
0.06451416015625,-0.03265380859375,0.99578857421875
0.06390380859375,-0.04693603515625,0.99407958984375
0.06512451171875,-0.05889892578125,0.99261474609375
0.0623779296875,-0.0638427734375,0.989013671875
0.06329345703125,-0.08001708984375,0.9981689453125
0.05181884765625,-0.08782958984375,0.99896240234375
0.043701171875,-0.0933837890625,0.9990234375
0.03631591796875,-0.10125732421875,0.98870849609375
0.04498291015625,-0.10736083984375,0.99163818359375
0.03729248046875,-0.10931396484375,0.98846435546875
0.04364013671875,-0.11248779296875,0.993896484375
0.04217529296875,-0.11468505859375,0.97821044921875
0.03558349609375,-0.11712646484375,0.972412109375
0.03564453125,-0.1187744140625,0.982177734375
0.02978515625,-0.11474609375,0.99041748046875
0.02587890625,-0.1165771484375,0.989501953125
0.0211181640625,-0.119384765625,0.9893798828125
0.01806640625,-0.116455078125,0.99609375
0.0174560546875,-0.1158447265625,0.99237060546875
0.0115966796875,-0.1109619140625,0.9866943359375
0.020751953125,-0.10205078125,0.98822021484375
0.02197265625,-0.1016845703125,0.99169921875
0.0198974609375,-0.0933837890625,0.99151611328125
0.0152587890625,-0.08642578125,0.99163818359375
0.01214599609375,-0.07965087890625,0.9990234375
0.0081787109375,-0.072265625,1.024658203125
0.0093994140625,-0.0643310546875,1.0230712890625
0.00909423828125,-0.05548095703125,1.00103759765625
0.0115966796875,-0.0462646484375,0.98895263671875
0.013916015625,-0.0379638671875,0.98980712890625
0.01849365234375,-0.02752685546875,1.001708984375
0.0213623046875,-0.01171875,0.99029541015625
0.0240478515625,-0.0001220703125,0.98724365234375
0.028076171875,0.0003662109375,0.98773193359375
0.0316162109375,0.0067138671875,0.99322509765625
0.03643798828125,0.00848388671875,0.99322509765625
0.035888671875,0.0126953125,0.99383544921875
0.02593994140625,0.01580810546875,0.99871826171875
0.02703857421875,0.01580810546875,0.99591064453125
0.02899169921875,0.02069091796875,0.98992919921875
0.03912353515625,0.02398681640625,0.9970703125
0.05255126953125,0.02557373046875,0.9979248046875
0.05255126953125,0.02655029296875,0.98858642578125
0.0587158203125,0.02685546875,0.96954345703125
0.059814453125,0.02587890625,0.9505615234375
0.06182861328125,0.02532958984375,0.95819091796875
0.06719970703125,0.02606201171875,0.98797607421875
0.063232421875,0.0179443359375,0.99017333984375
0.06060791015625,0.00445556640625,0.99951171875
0.06591796875,0.000732421875,1.0013427734375
0.05950927734375,0.00640869140625,1.00238037109375
0.06427001953125,0.00653076171875,1.00360107421875
0.079833984375,0.003662109375,0.9906005859375
0.09234619140625,-0.00494384765625,0.99700927734375
0.0928955078125,-0.0142822265625,1.01092529296875
0.08056640625,-0.019775390625,0.99407958984375
0.074462890625,-0.031005859375,1.02679443359375
0.0675048828125,-0.0394287109375,1.05780029296875
0.06573486328125,-0.05194091796875,1.03289794921875
0.063720703125,-0.060791015625,1.015625
0.06329345703125,-0.06488037109375,1.00238037109375
0.05682373046875,-0.07525634765625,1.00286865234375
0.05224609375,-0.0748291015625,0.99578857421875
0.04998779296875,-0.07806396484375,1.00286865234375
0.04925537109375,-0.09222412109375,0.993896484375
0.0478515625,-0.098876953125,0.991455078125
0.04119873046875,-0.10943603515625,1.00555419921875
0.035888671875,-0.111572265625,0.995849609375
0.0189208984375,-0.1192626953125,0.99951171875
0.00341796875,-0.1219482421875,0.99383544921875
0.00897216796875,-0.12652587890625,0.98565673828125
0.0087890625,-0.1259765625,0.988037109375
0.00384521484375,-0.12420654296875,0.988037109375
0.0123291015625,-0.1240234375,0.99041748046875
0.0189208984375,-0.1239013671875,0.963623046875
0.01678466796875,-0.12091064453125,0.94415283203125
0.01470947265625,-0.11859130859375,0.958251953125
0.00982666015625,-0.11273193359375,0.98358154296875
0.00909423828125,-0.11346435546875,0.99139404296875
0.00726318359375,-0.11016845703125,0.986328125
0.00390625,-0.10205078125,0.99652099609375
0.00482177734375,-0.09503173828125,0.99920654296875
0.00689697265625,-0.07928466796875,0.99591064453125
0.0228271484375,-0.0635986328125,0.98974609375
0.03594970703125,-0.04937744140625,0.9974365234375
0.02557373046875,-0.03948974609375,0.9991455078125
0.0196533203125,-0.0263671875,0.98895263671875
0.0179443359375,-0.01708984375,1.01153564453125
0.01861572265625,-0.00714111328125,1.02203369140625
0.02227783203125,-0.00030517578125,1.02655029296875
0.025390625,0.009033203125,1.01934814453125
0.0294189453125,0.016845703125,0.998779296875
0.03076171875,0.0301513671875,1.00091552734375
