PC1,PC2
-2.1227774054886948,0.2771350618150314
-2.2337054624661796,0.20601652958483208
-2.2418068921407204,0.14286829228126705
-2.105496442311647,0.09231991681668754
-1.8660479241299126,0.05128215975198591
-1.6185163051578824,0.0071471472928453135
-1.4430687166354685,-0.05683008916767518
-1.3510386126740748,-0.15199872939246023
-1.2919327155269427,-0.2772807410801411
-1.2061859866503375,-0.4179557411808826
-1.0643286096497666,-0.5482666847388766
-0.8572329801129751,-0.6356650827248956
-0.5585094083877891,-0.6488738019692132
-0.10676852409616054,-0.5708217301610427
0.5640440006289552,-0.409454488715725
1.4613250653977385,-0.1968017768621906
2.4889016372425807,0.024661152290144088
3.4697802908742044,0.21920397200667835
4.2321320723221785,0.368755574523563
4.6927703369979845,0.4740702315332773
4.875935007995049,0.5465764914039716
4.872731847616385,0.5932016364164276
4.7928412111353165,0.6029798910437496
4.736925584780921,0.5503090814733401
4.7751400872165055,0.4214152368545729
4.915953716534645,0.24669432011428044
5.082794645367438,0.10430295329842854
5.13512112126152,0.07738756267233862
4.947513123578605,0.193336060941712
4.510791955234532,0.3995644495529458
3.986025238691574,0.5991150785431012
3.6559827242178127,0.7122962004383725
3.7735063218234997,0.7126699469960787
4.377695991961205,0.6195072383111186
5.199523746709226,0.46906706404235043
5.753204368147563,0.29594514210201095
5.590468573556524,0.13352215513481078
4.563578838158673,0.016032670083232375
2.9184103342491516,-0.03383561474142531
1.1519948347118558,-0.020996556196259387
-0.2648218474768339,0.023563374548478747
-1.108486464271296,0.06206328247570432
-1.4358347926310693,0.06977402788795782
-1.4520513245751598,0.04459161852482528
-1.3480331444577411,0.005980117496913669
-1.2252817902135522,-0.015601951312626695
-1.120303372763322,0.0031123687067771385
-1.0554683398810865,0.06054445894585663
-1.052292478550752,0.12703213707247998
-1.1101790981575408,0.16373026937066018
-1.1902866572705646,0.15155183357276208
-1.2233709231914953,0.10416573888149981
-1.130632251653462,0.05268614000064362
-0.8462583745362549,0.019719015850824268
-0.3405790704657245,0.009854798882318449
0.3631988180718668,0.019119112311515685
1.190296819897982,0.04079207488376407
2.0262387222315934,0.05669666205991722
2.720651107930123,0.034944272152850744
3.097271093596475,-0.045939639223104234
3.012884439481867,-0.1660580663330531
2.4580000160983575,-0.26569572931034013
1.608438824692123,-0.28690949675746874
0.7460262165516461,-0.21921030827342988
0.08797383592470337,-0.10817438571779943
-0.33346832342715044,-0.02031590687364077
-0.6378724163054583,0.004700843933170706
-0.9500139844412174,-0.0241327199039197
-1.2801461604774924,-0.06649944345398029
-1.5343150984764964,-0.08707859438527485
-1.6288267084656058,-0.0792843660474148
-1.5857373906315542,-0.06279039966965674
-1.510581888085142,-0.06508295785466837
-1.4795782825496537,-0.10212641497672613
-1.462655198998148,-0.1663585856699776
-1.368179874332118,-0.22935153778919606
-1.1598046709872247,-0.2624596630871398
-0.9202893195621811,-0.26052069525810223
-0.7986340440076926,-0.24341935044269186
-0.895170587615622,-0.2308253857499466
-1.1869304928534725,-0.2172035701884909
-1.5438969383981567,-0.17811279806955027
-1.8129794283718927,-0.10482938375693183
-1.9131936646220622,-0.026889778176991057
-1.8824426203269304,0.010760725636766777
-1.8357148073120109,-0.0032882985996497698
-1.8580967810532416,-0.026482250335134346
-1.9270483206427484,0.0045894740341838715
-1.9425426090241211,0.11944381609771165
-1.8336743480003832,0.2862069258136016
-1.6284392643845,0.42976074950279364
-1.4163911033770606,0.4780785599487768
-1.2518623337688546,0.4065243192941225
